#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Danial	m	Daniyal
Danica	f	Danika
Dániel	m	Dani,Dánjal
Daníel	m	
Daniël	m	Daan,Dani,Danny
Daniel	m	Dan,Danail,Dancho,Dančo,Dani,Danijel,Danilo,Danne,Danni,Dannie,Danny,Dănuț,Dany,Taaniel,Tanel,Taneli,Taniel,Tatu
Daniela	f	Dana,Dania,Daniella,Danka,Danna,Danuše,Danuška
Danièle	f	Danielle,Dany
Daniele	mf	Danilo
Danieli	m	
Danielius	m	
Daniella	f	Daniela,Danna
Daniëlle	f	Danique
Danielle	f	Dani,Danièle,Danna,Danni,Dannie,Dany
Daniels	m	
Danihel	m	
Daniil	m	Danya
Daniils	m	
Daniilŭ	m	
Danijel	m	Daniel,Danilo,Danko
Danijela	f	Danka,Daša
Danika	f	Danica
Danil	m	
Danila	mf	Danya
Danilo	m	Dan,Dani,Daniel,Daniele,Danijel,Danko
Danique	f	Daniëlle
Danis	m	
Danish	m	
Danita	f	Daniela,Daniella,Danna
Daniya	f	Dania,Daniyah,Danya
Daniyah	f	Dania,Daniya,Danya
Daniyal	m	Danial
Daniyar	m	
Daniyyel	m	
Dəniz	fm	
Dánjal	m	Dániel
Ɗanjuma	m	
Danka	f	Dana,Daniela,Danijela,Danuta
Danko	m	Danijel,Danilo,Gordan
Ɗanladi	m	
Ɗanlami	m	
Danna	f	Dani,Daniela,Daniella,Danielle,Danni,Dannie
Danne	m	Dan,Daniel
Danni	fm	Dan,Dani,Daniel,Danielle,Danna,Dannie
Dannie	mf	Dan,Dani,Daniel,Danielle,Danna,Danni,Danny
Danny	m	Daan,Dan,Dani,Daniël,Daniel,Dannie
Danr	m	
Dante	m	Durante
Danuše	f	Dana,Daniela,Danuška
Danuška	f	Dana,Daniela,Danuše
Dănuț	m	Dan,Daniel
Danuta	f	Danka
Danutė	f	
Dany	mf	Dan,Daniel,Danièle,Danielle
Danya	fm	Dana,Dania,Daniil,Danila,Daniya,Daniyah,Danylo
Danyal	m	
Danyil	m	
Danyila	f	
Danylo	m	Danya
Daoud	m	Daud,Dawood,Dawud
Daouda	m	
Daphne	f	
Daphné	f	
Daphnée	f	
Daquan	m	
Dar	fm	
Dara	mf	Dáire,Daragh,Darragh
Darach	m	Daragh,Darragh
Daragh	m	Dáire,Dara,Darach,Darragh
Darayavaush	m	Dareios,Darius
Darby	mf	
Darcey	f	Darci,Darcie,D'Arcy,Darcy
Darci	fm	Darcey,Darcie,D'Arcy,Darcy
Darcie	f	Darcey,Darci,D'Arcy,Darcy
D'Arcy	fm	Darcey,Darci,Darcie,Darcy
Darcy	fm	Darcey,Darci,Darcie,D'Arcy
Dardan	m	
Dardana	f	
Dardanos	m	
Darden	m	
Dareia	f	
Dareios	m	Darayavaush,Darius
Darejan	f	
Darejani	f	
Darek	m	Dariusz
Darell	m	Dariel,Darrel,Darrell,Darryl,Daryl
Daren	m	Darian,Darien,Darin,Darion,Darren,Darrin
Daria	f	Darija,Darya,Dasha
Darian	mf	Daren,Darien,Darin,Darion,Darren,Darrin
Dariel	m	Darell,Darrel,Darrell,Darryl,Daryl
Darien	m	Daren,Darian,Darin,Darion,Darren,Darrin
Darija	f	Daria,Darja
Darijo	m	
Darijus	m	
Darin	m	Daren,Darian,Darien,Darion,Darren,Darrin
Darina	f	Dáirine,Darinka
Darinka	f	Darina
Dário	m	
Darío	m	
Dario	m	
Darion	m	Daren,Darian,Darien,Darin,Darren,Darrin
Daris	m	
Darius	m	Darayavaush,Dareios
Dariush	m	Daryush
Dariusz	m	Darek
Dariy	m	
Dariya	f	Odarka
Darja	f	Darija
Darko	m	Dado
Darla	f	
Darleen	f	Darlene
Darlene	f	Darleen
Darma	m	
Darnell	m	
Darragh	m	Dáire,Dara,Darach,Daragh
Darrel	m	Darell,Dariel,Darrell,Darryl,Daryl
Darrell	m	Darell,Dariel,Darrel,Darryl,Daryl
Darren	m	Daren,Darian,Darien,Darin,Darion,Darrin
Darrin	m	Daren,Darian,Darien,Darin,Darion,Darren
Darryl	m	Darell,Dariel,Darrel,Darrell,Daryl
Darshan	m	
Darshana	f	
Dārta	f	Dace
D'Artagnan	m	
Darwin	m	
Dərya	fm	
Darya	f	Daria,Dasha
Daryawesh	m	
Daryl	m	Darell,Dariel,Darrel,Darrell,Darryl
Daryn	m	
Daryna	f	
Daryush	m	Dariush
Dáša	f	Dagmar
Daša	f	Danijela
Dash	m	
Dasha	f	Daria,Darya
Dasharatha	m	
Dashawn	m	Deshaun,Deshawn
Dashiell	m	
Dasoda-hae	m	
Đạt	m	
Dathan	m	
Datu	m	
Daud	m	Daoud,Dawood,Dawud
Dauid	m	Dabid
Daumantas	m	
Davaa	mf	
Dave	m	Davey,David,Davie,Davy
Davena	f	Davina
Daveth	m	
Davey	m	Dave,David,Davie,Davy
Davi	m	David
Dávid	m	
David	m	Dafydd,Dai,Dàibhidh,Dave,Davey,Davi,Davie,Davy,Taffy
Davida	f	Davina
Davide	m	
Dāvids	m	Dāvis
Davidŭ	m	
Davie	m	Dàibhidh,Dave,Davey,David,Davy
Davin	m	
Davina	f	
Davinia	f	Davina
Davion	m	
Dāvis	m	Dāvids
Davis	m	
Davit	m	
Davíð	m	
Daviti	m	
Davlat	m	
Davon	m	
Davonte	m	Devante,Devontae,Devonte
Davood	m	Davoud,Davud
Davor	m	Davorin
Davorin	m	Davor
Davorka	f	
Davoud	m	Davood,Davud
Davron	m	
Davud	m	Davood,Davoud
Davy	m	Dave,Davey,David,Davie
Davyd	m	
Daw	m	
Dawa	mf	
Dawid	m	
Dawit	m	
Dawn	f	
Dawood	m	Daoud,Daud,Dawud
Dawson	m	
Dawud	m	Daoud,Daud,Dawood
Dax	m	
Daxton	m	
Dayana	f	
Dayaram	m	
Dayna	f	Dana
Dayo	mf	
Dayton	m	
Dazbog	m	Dazhbog,Dazhdbog
Dazhbog	m	Dazbog,Dazhdbog
Dazhdbog	m	Dazbog,Dazhbog
Deacon	m	
Deaglán	m	Declan
Dean	m	
Deana	f	Deann,Deanna,Deanne,Deeann,Deena,Dina
DeAndre	m	D'Andre
DeAngelo	m	D'Angelo
Deann	f	Deana,Deanna,Deanne,Deeann,Deena,Dina
Deanna	f	Deana,Deann,Deanne,Deeann,Deena,Dina
Deanne	f	Deana,Deann,Deanna,Deeann,Deena,Dina
Dearbháil	f	Dearbhla,Derval,Dervila,Dervla
Dearbhla	f	Dearbháil,Derval,Dervila,Dervla
Deasún	m	
Deb	f	Debbi,Debbie,Debby,Debi,Deborah,Debra
Debbi	f	Deb,Debbie,Debby,Debi,Deborah,Debra
Debbie	f	Deb,Debbi,Debby,Debi,Deborah,Debra
Debbora	f	
Debby	f	Deb,Debbi,Debbie,Debi,Deborah,Debra
Debdas	m	
Debi	f	Deb,Debbi,Debbie,Debby,Deborah,Debra
Débora	f	Déborah
Debora	f	
Déborah	f	
Deborah	f	Deb,Debbi,Debbie,Debby,Debi,Debra
Debra	f	Deb,Debbi,Debbie,Debby,Debi,Deborah
Decebal	m	
December	f	
Dechen	fm	
Decima	f	
Decimus	m	
Declán	m	
Declan	m	Deaglán
Dederick	m	Dereck,Derek,Derick,Derrick,Dirk
Dedrick	m	
Dee	fm	Dodie,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty
Deeann	f	Deana,Deann,Deanna,Deanne,Deena,Dina
Deedee	f	
Deemer	m	
Deena	f	Deana,Deann,Deanna,Deanne,Deeann,Dina
Deep	m	Dip
Deepa	f	Dipa
Deepak	m	Dipak
Deepali	f	Dipali
Deepika	f	Dipika
Deepti	f	Dipti
Defne	f	
Deforest	m	
Deforrest	m	Deforest
Degataga	m	
Dehgewanus	f	
Deianeira	f	Deianira
Deianira	f	Deianeira
Deidra	f	Deidre,Deirdre
Deidre	f	Deidra,Deirdre
Deimantė	f	
Deimne	m	
Deimos	m	
Deina	f	Dina
Deiniol	m	
Deion	m	Deon
Deirbhile	f	Derval,Dervila,Dervla
Deirdre	f	Deidra,Deidre,Derdriu
Deisy	f	Deysi
Deitra	f	Deidra,Deidre,Deirdre
Deividas	m	
Deivids	m	
Deja	f	
Dejan	m	
Dejana	f	
Dejen	m	
Dekel	m	
Delaiah	m	
Delaney	f	
Delano	m	
Delara	f	
Delayahu	m	
Delbert	m	
Delfim	m	
Delfín	m	
Delfina	f	
Delfino	m	
Délia	f	
Delia	f	Adela,Adelia,Adella,Biddy,Bridget,Bridgette,Della
Delice	f	
Delicia	f	
Delight	f	
Delila	f	
Delilah	f	
Dell	mf	
Della	f	Addie,Addy,Adela,Adelaide,Adelia,Adella,Delia
Delma	f	
Delmar	m	
Delora	f	Delores,Deloris,Dollie,Dolly,Dolores
Delores	f	Delora,Deloris,Dollie,Dolly,Dolores
Deloris	f	Delora,Delores,Dollie,Dolly,Dolores
Delphia	f	
Delphina	f	
Delphine	f	
Delphinus	m	
Delroy	m	
Delshad	mf	
Delta	f	
Delwyn	m	
Delyth	f	
Dema	f	Dima
DeMarcus	m	
DeMario	m	DeMarcus
Demelza	f	
Demet	f	
Demeter	fm	Dömötör
Demetra	f	Demi,Dimi,Dimitra
Demetre	m	
Demetria	f	Demi
Demétrio	m	
Demetrio	m	
Demetrios	m	Demetrius,Dimitrios,Dimitris,Dimos
Demetrius	m	Demetrios
Demi	f	Demetra,Demetria,Dimi,Dimitra
Demian	m	Demyan
Demid	m	
Demir	m	Timur
Democritus	m	Demokritos
Demokritos	m	Democritus
Demon	m	
Demophon	m	
Demosthenes	m	
Demostrate	f	
Demyan	m	Demian
Den	m	Denis,Dennis,Denny
Dena	f	
Denag	f	
Dene	mf	Dean,Dena
Deneb	m	
Dénes	m	
Denholm	m	
Denica	f	Denitsa
Denice	f	Denise
Deniece	f	
Deniel	m	
Dênis	m	Dinis
Denis	m	Den,Dennis,Denny
Denisa	f	
Denise	f	Denice
Deniss	m	
Denisse	f	
Denitsa	f	Denica
Deniz	fm	
Dennis	m	Den,Denis,Denny
Denny	m	Den,Denis,Dennis
Denton	m	
Denver	mf	
Denys	m	
Denzel	m	Denzil
Denzil	m	Denzel
Deo	m	Dev
Déodat	m	Dieudonné
Deodato	m	
Deodatus	m	Adeodatus,Deusdedit
Deòiridh	f	
Deolinda	f	Teodolinda
Deon	m	Deion,Dion
Deonne	f	Dione,Dionne
Deonte	m	
Deòrsa	m	Seòras
Deorwine	m	
Derbáil	f	
Derbiled	f	
Derby	mf	
Derdriu	f	Deirdre
Dereck	m	Dederick,Derek,Derick,Derrick
Derek	m	Dederick,Dereck,Derick,Derrick
Derick	m	Dederick,Dereck,Derek,Derrick
Derin	f	
Dermid	m	
Dermot	m	Derry,Diarmaid,Diarmuid
Deror	m	Dror
Derorit	f	Drorit
Derren	m	Daren,Darian,Darien,Darin,Darion,Darren,Darrin
Derrick	m	Dederick,Dereck,Derek,Derick
Derry	m	Dermot,Diarmaid,Diarmuid
Derryl	m	Darell,Dariel,Darrel,Darrell,Darryl,Daryl
Derval	f	Dearbháil,Dearbhla,Deirbhile,Dervila,Dervla
Dervila	f	Dearbháil,Dearbhla,Deirbhile,Derval,Dervla
Derviş	m	
Dervla	f	Dearbháil,Dearbhla,Deirbhile,Derval,Dervila
Derya	f	
Deryck	m	Dederick,Dereck,Derek,Derick,Derrick
Deryn	fm	
Des	m	Desi,Desmond
Desamparados	f	
Desdemona	f	
Deshaun	m	Dashawn,Deshawn
Deshawn	m	Dashawn,Deshaun
Desi	mf	Des,Desirae,Desiree,Desmond
Desiderata	f	
Desideratus	m	Desiderius
Desidéria	f	
Desideria	f	
Desidério	m	
Desiderio	m	
Desiderius	m	Desideratus
Desimir	m	
Desirae	f	Desi,Desiree
Désiré	m	
Désirée	f	
Desiree	f	Desi,Desirae
Desislav	m	
Desislava	f	Dessislava
Desmond	m	Des,Desi,Dessie
Despina	f	Despoina
Despoina	f	Despina
Dessie	m	Deasún,Desmond
Dessislava	f	Desislava
Desta	fm	
Destinee	f	Destiney,Destini,Destiny
Destiney	f	Destinee,Destini,Destiny
Destini	f	Destinee,Destiney,Destiny
Destiny	f	Destinee,Destiney,Destini
Detlef	m	Detlev
Detlev	m	Detlef
Detta	f	
Deusdedit	m	Deodatus
Dev	m	Deo
Devadas	m	Devdas
Devaki	f	
Devan	mf	Deven,Devin,Devon,Devyn
Devante	m	Davonte,Devontae,Devonte
Devaraj	m	
Devaraja	m	
Devdas	m	Devadas
Deven	mf	Devan,Devin,Devon,Devyn
Devereux	m	
Devi	f	Dewi
Devika	f	
Devin	mf	Devan,Deven,Devon,Devyn
Devnet	f	Damhnait
Devon	mf	Devan,Deven,Devin,Devyn
Devontae	m	Davonte,Devante,Devonte
Devonte	m	Davonte,Devante,Devontae
Devora	f	Devorah,Dvora,Dvorah
Devorah	f	Devora,Dvora,Dvorah
Devraj	m	
Devrim	m	
Devyn	fm	Devan,Deven,Devin,Devon
Dewayne	m	Duane,Dwain,Dwaine,Dwayne
Dewey	m	
Dewi	mf	Devi
Dewitt	m	
Dewydd	m	
Dex	m	Dexter
Dexter	m	Dex
Deyan	m	Diyan
Deysi	f	Deisy
Dezba	f	
Dezi	mf	Des,Desi,Desirae,Desiree,Desmond
Dezider	m	
Dezideriu	m	
Deziree	f	Desi,Desirae,Desiree
Dezirinda	f	
Dezső	m	
Dhananjay	m	
Dharma	m	
Dhaval	m	
Dhimitër	m	
Dhruv	m	
Dhruva	m	
Dhurata	f	
Di	f	Diana,Dianna,Keanna,Kiana,Kianna
Diadoumenos	m	Diadumenus
Diadumenian	m	
Diadumenianus	m	
Diadumenus	m	Diadoumenos
Diamanda	f	
Diamantina	f	Diamanto
Diamantis	m	
Diamanto	f	Diamantina
Diamond	f	
Dian	mf	
Diána	f	
Diāna	f	
Diana	f	Di,Dianna,Keanna,Kiana,Kianna
Diane	f	Diann,Dianne,Dyan
Diann	f	Diane,Dianne,Dyan
Dianna	f	Di,Diana,Keanna,Kiana,Kianna
Dianne	f	Diane,Diann,Dyan
Diantha	f	
Diarmad	m	
Diarmaid	m	Dermot,Derry,Diarmait,Diarmuid
Diarmait	m	Diarmaid,Diarmuid
Diarmuid	m	Dermot,Diarmaid,Diarmait
Dias	m	
Dick	m	Diederik,Dirk,Ric,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky,Rikki,Ritchie,Ties
Dicun	m	Hudde
Dídac	m	
Didacus	m	
Didem	f	
Didi	m	Diedrich,Dierk,Dieter,Diether,Dietrich,Dirk
Didier	m	
Dido	f	
Diede	mf	
Diederich	m	Thilo,Till,Tilo
Diederick	m	
Diederik	m	Dick,Dirk,Ties
Diedrich	m	Dieter,Dietrich
Diego	m	Santi,Santiago
Diệp	fm	
Dierk	m	Dietrich,Dirk
Dieter	m	Didi,Diedrich,Diether,Dietrich
Dietfried	m	
Diethard	m	
Diethelm	m	
Diether	m	Didi,Dieter
Dietlind	f	Dietlinde,Dita
Dietlinde	f	Dietlind,Dita
Dietmar	m	Tim
Dietrich	m	Didi,Diedrich,Dieter,Dirk
Diệu	fm	
Dieudonné	m	
Dieudonnée	f	
Dieuwe	m	Dieuwer,Dieuwert,Tjaard,Tjeerd
Dieuwer	mf	Dieuwe,Dieuwke
Dieuwert	m	Dieuwe,Tjaard,Tjeerd
Dieuwke	f	Dieuwer
Digby	m	
Diggory	m	
Digna	f	
Dihya	f	
Diindiisi	fm	
Dijana	f	
Dike	f	
Dikeledi	f	
Dikla	mf	
Diklah	m	
Dikran	m	Tigran
Diksha	f	
Dilək	f	
Dilan	f	
Dilara	f	
Dilay	f	
Dilbert	m	
Dileep	m	Dilip
Dilek	f	
Diletta	f	
Dilip	m	Dileep
Dilipa	m	
Dillan	m	Dillon,Dylan
Dillon	m	Dillan,Dylan
Dılnaz	f	
Dilnoza	f	
Dilovar	m	
Dilşad	fm	
Dilshad	mf	
Dilshod	m	
Dilwen	f	
Dilwyn	m	
Dilys	f	Dylis
Dima	fm	Dema,Dimitri,Dimka,Dmitri,Dmitrii,Dmitriy,Dmitry,Mitya
Dimas	m	
Dimi	f	Demetra,Demi,Dimitra
Dimitar	m	Dimitrij,Dimo,Mitko,Mitre
Dimitra	f	Demetra,Demi,Dimi
Dimitri	m	Dima
Dimitrie	m	Dumitru
Dimitrij	m	Dimitar,Dimo,Mitko,Mitre
Dimitrije	m	
Dimitrina	f	
Dimitrios	m	Demetrios,Dimitris,Dimos
Dimitris	m	Demetrios,Dimitrios,Dimos
Dimka	m	Dima,Dmitri,Dmitrii,Dmitriy,Dmitry,Mitya
Dimo	m	Dimitar,Dimitrij,Mitko,Mitre
Dimos	m	Demetrios,Dimitrios,Dimitris,Dimosthenis
Dimosthenis	m	Dimos
Dina	f	Agostina,Alda,Aldina,Berendina,Bernarda,Bernardina,Bernardita,Claudia,Claudina,Deana,Deann,Deanna,Deanne,Deeann,Deena,Deina,Gerarda,Gerda,Gerdina,Ondina
Diná	f	
Dinah	f	
Dinara	f	
Dinesh	m	
Dinesha	m	
Đình	mf	
Dinis	m	Dênis
Diniz	m	
Dinko	m	Dominik
Dınmūhammed	m	
Dino	m	Agostino,Bernardino,Bernardo,Corradino,Corrado
Dinu	m	Constantin,Costel,Costică,Costin,Costinel
Diocles	m	Diokles
Diocletian	m	
Diocletianus	m	
Diodato	m	
Diodore	m	
Diodoros	m	Diodorus
Diodorus	m	Diodoros
Diodotos	m	Diodotus
Diodotus	m	Diodotos
Diógenes	m	
Diogenes	m	
Diogo	m	Santiago,Thiago,Tiago
Diokles	m	Diocles
Diomedes	m	
Diomid	m	Demid
Diomidis	m	
Dion	m	Deon
Dione	f	Dionne
Dionigi	m	
Dionísia	f	
Dionisia	f	
Dionisie	m	
Dionísio	m	
Dionisio	m	
Dionizy	m	
Dionne	f	Dione
Dionysia	f	
Dionysios	m	Dionysius
Dionysius	m	Dionysios
Dionysodoros	m	
Dionysos	m	Dionysus
Dionysus	m	Dionysos
Dionýz	m	
Dior	fm	
Diosdado	m	
Diot	f	Dye
Dip	m	Deep
Dipa	f	Deepa
Dipak	m	Deepak
Dipaka	m	
Dipali	f	Deepali
Dipika	f	Deepika
Dipti	f	Deepti
Dirce	f	Dirke
Direnç	m	
Dirk	m	Dederick,Dereck,Derek,Derick,Derrick,Dick,Diederik,Dierk,Dietrich,Ties
Dirke	f	Dirce
Dirkje	f	
Discordia	f	
Disha	f	
Dismas	m	
Dita	f	Dietlind,Dietlinde,Jitka,Judita
Ditte	f	Dorte,Dorthe,Dorthea,Edith,Judit,Judith
Divina	f	
Divna	f	
Divya	f	
Diwata	f	
Dixie	f	
Dixon	m	
Diya	fm	Zia,Ziya
Diyan	m	Deyan
Dîyar	mf	Diyar
Diyar	mf	Dîyar
Dizzy	m	
Djamel	m	Gamal,Jamaal,Jamal
Djamila	f	Gamila,Jameela,Jamila,Jamilah,Jamillah
Djan	m	Djhan,Djihan
Django	m	
Djedefre	m	
Djehuti	m	Thoth
Djehutimesu	m	Djehutimose,Thutmose,Touthmosis
Djehutimose	m	Djehutimesu,Thutmose,Touthmosis
Djene	f	
Djhan	m	Djan,Djihan
Djibril	m	
Djihan	m	Djan,Djhan
Djôr	m	
Djordje	m	Djuro,Đorđe,Đuro
Djoser	m	
Djuradj	m	Đurađ
Djuradja	f	
Djuro	m	Djordje,Đorđe,Đuro
Dmitar	m	Mitar
Dmitri	m	Dima,Dimka,Dmitrii,Dmitriy,Dmitry,Mitya
Dmitrii	m	Dima,Dimka,Dmitri,Dmitriy,Dmitry,Mitya
Dmitrijs	m	
Dmitriy	m	Dima,Dimka,Dmitri,Dmitrii,Dmitry,Mitya
Dmitry	m	Dima,Dimka,Dmitri,Dmitrii,Dmitriy,Mitya
Dmytro	m	
Doaa	f	Dua,Duaa
Dobrawa	f	
Dobri	m	
Dobrica	m	
Dobrila	f	
Dobrilo	m	Dobrica
Dobrogost	m	
Dobrogostŭ	m	
Dobromil	m	
Dobromił	m	
Dobromiła	f	
Dobromila	f	
Dobromilŭ	m	
Dobroslav	m	
Dobroslava	f	
Dobroslavŭ	m	
Dobrosław	m	
Dobrosława	f	
Docia	f	
Dodie	f	Dee,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty
Doğa	fm	
Doğukan	m	
Do-hyeon	m	
Doina	f	
Doireann	f	Daireann,Doirend
Doirend	f	Daireann,Doireann
Dölf	m	
Dölgöön	mf	
Dollie	f	Dee,Delora,Delores,Deloris,Dodie,Dolly,Dolores,Dora,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty
Dolly	f	Dee,Delora,Delores,Deloris,Dodie,Dollie,Dolores,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty
Dolores	f	Delora,Delores,Deloris,Dollie,Dolly,Lola,Lolita
Dolors	f	
Dolph	m	Adolph
Dom	m	Domenic,Dominic,Dominick,Nic
Domagoj	m	
Domantas	m	Domas
Domantė	f	
Domas	m	Domantas,Dominykas
Domen	m	Dominik
Domenic	m	Dom,Dominic,Dominick,Nic
Domenica	f	
Domenico	m	
Dòmhnall	m	Donald
Domhnall	m	Dónal,Donal
Dominador	m	
Dominga	f	
Domingo	m	
Domingos	m	
Dominic	m	Dom,Domenic,Dominick,Nic
Dominica	f	
Dominick	m	Dom,Domenic,Dominic,Nic
Dominicus	m	
Dominik	m	Dinko,Domen,Domonkos
Dominika	f	
Dominiks	m	
Dominique	fm	
Dominykas	m	Domas
Domitia	f	Domitilla
Domitian	m	
Domitianus	m	
Domitila	f	
Domitilla	f	Domitia
Domitille	f	
Domitius	m	
Domna	f	
Domnall	m	
Domnica	f	
Domnicus	m	
Domnika	f	
Domnina	f	
Domninus	m	
Domnius	m	
Domnus	m	
Domonkos	m	Dominik
Dömötör	m	Demeter
Don	m	Donald,Donnie,Donny
Dona	f	Donna
Donaciano	m	
Donagh	m	Donnacha,Donncha,Donnchadh
Dónal	m	Domhnall,Donal
Donal	m	Domhnall,Dónal
Donald	m	Dòmhnall,Don,Donnie,Donny
Donalda	f	Donaldina,Donella
Donaldina	f	Donalda,Donella
Donar	m	Þunraz
Donát	m	
Donat	m	
Donata	f	Donatella
Donatas	m	
Donatella	f	Donata
Donatello	m	Donato
Donatianus	m	
Donatien	m	
Donatienne	f	
Donato	m	Donatello
Donāts	m	
Donatus	m	
Doncho	m	Andon,Anton,Antoniy,Toni
Dončo	m	Andon,Anton,Antonij
Döndü	f	
Donella	f	Donalda,Donaldina
Donelle	f	Dona,Donna
Dong	m	
Dong-geun	m	
Dong-hyeon	m	Dong-hyun
Dong-hyun	m	Dong-hyeon
Donka	f	Antonia,Antoniya
Donna	f	Dona
Donnacha	m	Donagh,Donncha,Donnchadh
Donncha	m	Donagh,Donnacha,Donnchadh
Donnchad	m	
Donnchadh	m	Donagh,Donnacha,Donncha,Duncan
Donndubán	m	
Donnie	m	Don,Donald,Donny
Donny	m	Don,Donald,Donnie
Donovan	m	
Donte	m	
Dor	mf	Dorit
Dóra	f	Dorina,Dorka,Dorottya,Halldóra,Teodóra,Theódóra
Dora	f	Dee,Dodie,Dollie,Dolly,Dorean,Doreen,Doretta,Dorinda,Dorine,Dorita,Dorotea,Dorotéia,Doroteia,Doroteja,Doroteya,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Isi,Isidora,Tea,Teodora,Thea,Theodora,Todorka
Doran	m	
Dorcas	f	
Đorđe	m	Djordje,Djuro,Đuro
Dorean	f	Dora,Doreen,Doretta,Dorinda,Dorine,Dorothea,Dorothy,Dortha,Dorthy,Theodora
Doreen	f	Dee,Dodie,Dolly,Dora,Dorean,Doretta,Dorinda,Dorine,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Theodora
Dorel	m	Dorian,Teodor,Tudor
Dores	f	
Dorete	f	Ditte,Dorit,Dorrit,Dorte,Dorthe,Dorthea
Doretta	f	Dee,Dodie,Dollie,Dolly,Dora,Dorean,Doreen,Dorinda,Dorine,Dorotea,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Teodora,Thea,Theodora
Dorgomirŭ	m	
Dorgoslavŭ	m	
Dori	m	
Doria	f	
Dorián	m	
Dorian	m	Dorel
Doriana	f	
Doriane	f	
Doriano	m	
Dorijan	m	
Dorin	m	Dorinel
Dorina	f	Dóra,Dorka,Dorottya,Teodóra
Dorinda	f	Dee,Dodie,Dolly,Dora,Dorean,Doreen,Doretta,Dorine,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Theodora
Dorine	f	Dora,Dorean,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Theodora
Dorinel	m	Dorin
Dóris	f	
Doris	f	Dorris,Dory
Dorit	f	Dor,Dorte,Dorthe,Dorthea
Dorita	f	Dora,Dorotea,Isi,Isidora,Teodora
Dorji	fm	
Dorka	f	Dóra,Dorina,Dorottya
Dorkas	f	
Dornröschen	f	
Dorofei	m	
Dorofey	m	
Doron	m	
Dorota	f	Dosia
Dorotea	f	Dora,Doretta,Dorita,Doroteja,Tea,Thea
Dorotéia	f	Dora,Doroteia
Doroteia	f	Dora,Dorotéia
Dorotėja	f	Urtė
Doroteja	f	Dora,Dorotea,Tea,Teja
Doroteo	m	
Doroteya	f	Dora
Dorothea	f	Dee,Dodie,Dolly,Dora,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Thea
Dorothée	f	Théa
Dorothee	f	
Dorotheos	m	
Dorotheus	m	
Dorothy	f	Dee,Dodie,Dollie,Dolly,Dora,Dorean,Doreen,Doretta,Dorinda,Dorine,Dorothea,Dortha,Dorthy,Dory,Dot,Dottie,Dotty,Thea
Dorottya	f	Dóra,Dorina,Dorka
Dorris	f	Doris,Dory
Dorrit	f	Dorte,Dorthe,Dorthea
Dorte	f	Ditte,Dorit,Dorrit,Dorthe,Dorthea
Dortha	f	Dee,Dodie,Dollie,Dolly,Dora,Dorean,Doreen,Doretta,Dorinda,Dorine,Dorothea,Dorothy,Dorthy,Dory,Dot,Dottie,Dotty
Dörthe	f	
Dorthe	f	Ditte,Dorit,Dorrit,Dorte,Dorthea
Dorthea	f	Ditte,Dorit,Dorrit,Dorte,Dorthe
Dorthy	f	Dee,Dodie,Dollie,Dolly,Dora,Dorean,Doreen,Doretta,Dorinda,Dorine,Dorothea,Dorothy,Dortha,Dory,Dot,Dottie,Dotty
Doru	m	
Doruk	m	
Dory	f	Dee,Dodie,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Doris,Dorothea,Dorothy,Dorris,Dortha,Dorthy,Dot,Dottie,Dotty
Dosia	f	Dorota
Dosifey	m	
Dositej	m	
Dositheos	m	Dositheus
Dositheus	m	Dositheos
Dos-teh-seh	f	
Dot	f	Dee,Dodie,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dottie,Dotty
Dottie	f	Dee,Dodie,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dotty
Dotty	f	Dee,Dodie,Dollie,Dolly,Dora,Doreen,Doretta,Dorinda,Dorothea,Dorothy,Dortha,Dorthy,Dory,Dot,Dottie
Doubravka	f	
Doug	m	Dougie,Douglas
Dougal	m	Dugald
Dougie	m	Doug,Douglas
Douglas	m	Doug,Dougie
Douglass	m	
